"","species","stock","brood.yr","spawners","recruits","lat","long","region","entry.yr","era","sst1","sst2","sst3"
"1","Pink","Puyallup.O",1961,10000,115311,47.26972,122.4272,"South",1962,"1",0.184316966,0.184316966,-0.149858722
"2","Pink","Puyallup.O",1963,10221,35628,47.26972,122.4272,"South",1964,"1",-0.164219755,-0.164219755,-0.843288029
"3","Pink","Puyallup.O",1965,25131,40277,47.26972,122.4272,"South",1966,"1",-0.205680589,-0.205680589,-0.26867537
"4","Pink","Puyallup.O",1967,22038,22868,47.26972,122.4272,"South",1968,"1",-0.465343538,-0.465343538,-0.518066678
"5","Pink","Puyallup.O",1969,16003,63066,47.26972,122.4272,"South",1970,"1",-0.760883389,-0.760883389,-0.815940553
"6","Pink","Puyallup.O",1971,40000,31597,47.26972,122.4272,"South",1972,"1",-1.10716948,-1.10716948,-0.71051398
"7","Pink","Puyallup.O",1973,12194,35512,47.26972,122.4272,"South",1974,"1",-0.861185326,-0.861185326,-0.706882612
"8","Pink","Puyallup.O",1975,11800,55191,47.26972,122.4272,"South",1976,"1",-0.803182358,-0.803182358,-0.991186865
"9","Pink","Puyallup.O",1977,29429,102377,47.26972,122.4272,"South",1978,"1",0.438541205,0.438541205,0.453151117
"10","Pink","Puyallup.O",1979,29481,34017,47.26972,122.4272,"South",1980,"1",-0.161533157,-0.161533157,0.232422858
"11","Pink","Puyallup.O",1981,12115,25341,47.26972,122.4272,"South",1982,"1",-0.562464556,-0.562464556,-0.763005918
"12","Pink","Puyallup.O",1983,11600,53773,47.26972,122.4272,"South",1984,"1",-0.278588943,-0.278588943,-0.588589932
"13","Pink","Puyallup.O",1985,34100,45780,47.26972,122.4272,"South",1986,"1",-0.413884484,-0.413884484,-0.087986031
"14","Pink","Puyallup.O",1987,34400,108869,47.26972,122.4272,"South",1988,"1",-0.416859415,-0.416859415,-0.028778988
"15","Pink","Puyallup.O",1989,49850,23354,47.26972,122.4272,"South",1990,"2",0.357217159,0.357217159,0.427072142
"16","Pink","Puyallup.O",1991,14000,12837,47.26972,122.4272,"South",1992,"2",0.85766911,0.85766911,1.578346719
"17","Pink","Puyallup.O",1993,10069,25396,47.26972,122.4272,"South",1994,"2",0.945568765,0.945568765,0.586063456
"18","Pink","Puyallup.O",1995,17596,3231,47.26972,122.4272,"South",1996,"2",0.241563242,0.241563242,0.15766132
"19","Pink","Puyallup.O",1997,2732,4731,47.26972,122.4272,"South",1998,"2",1.27071412,1.27071412,1.292235437
"20","Pink","Puyallup.O",1999,4653,17155,47.26972,122.4272,"South",2000,"2",0.2205429,0.2205429,0.571654382
"21","Pink","Puyallup.O",2001,16577,197211,47.26972,122.4272,"South",2002,"2",-0.614072133,-0.614072133,-0.649912812
"22","Pink","Puyallup.O",2003,191515,290622,47.26972,122.4272,"South",2004,"2",0.863214063,0.863214063,1.465027322
"23","Pink","Puyallup.O",2005,287230,428039,47.26972,122.4272,"South",2006,"2",0.012875669,0.012875669,0.081052406
"24","Pink","Puyallup.O",2007,417767,1324533,47.26972,122.4272,"South",2008,"2",-1.457362126,-1.457362126,-1.74255605
"25","Pink","Hood Canal.O",1961,36800,901536,47.5644,122.9956,"South",1962,"1",0.249789116,0.249789116,-0.154917031
"26","Pink","Hood Canal.O",1963,503000,217872,47.5644,122.9956,"South",1964,"1",-0.192460656,-0.192460656,-0.856537695
"27","Pink","Hood Canal.O",1965,160000,465405,47.5644,122.9956,"South",1966,"1",-0.189025978,-0.189025978,-0.271677326
"28","Pink","Hood Canal.O",1967,269000,58604,47.5644,122.9956,"South",1968,"1",-0.489497218,-0.489497218,-0.548549778
"29","Pink","Hood Canal.O",1969,42000,138686,47.5644,122.9956,"South",1970,"1",-0.797067773,-0.797067773,-0.820736571
"30","Pink","Hood Canal.O",1971,104000,70592,47.5644,122.9956,"South",1972,"1",-1.130243514,-1.130243514,-0.757576663
"31","Pink","Hood Canal.O",1973,46500,18401,47.5644,122.9956,"South",1974,"1",-0.856802164,-0.856802164,-0.687400924
"32","Pink","Hood Canal.O",1975,12500,79795,47.5644,122.9956,"South",1976,"1",-0.819961098,-0.819961098,-0.984195975
"33","Pink","Hood Canal.O",1977,44000,74372,47.5644,122.9956,"South",1978,"1",0.438992048,0.438992048,0.464915085
"34","Pink","Hood Canal.O",1979,37100,12013,47.5644,122.9956,"South",1980,"1",-0.21400394,-0.21400394,0.176174191
"35","Pink","Hood Canal.O",1981,6450,29222,47.5644,122.9956,"South",1982,"1",-0.588625962,-0.588625962,-0.798776009
"36","Pink","Hood Canal.O",1983,25000,91739,47.5644,122.9956,"South",1984,"1",-0.339253419,-0.339253419,-0.640697841
"37","Pink","Hood Canal.O",1985,63800,77341,47.5644,122.9956,"South",1986,"1",-0.39158159,-0.39158159,-0.128907888
"38","Pink","Hood Canal.O",1987,62100,114944,47.5644,122.9956,"South",1988,"1",-0.410694115,-0.410694115,-0.05493688
"39","Pink","Hood Canal.O",1989,60800,166259,47.5644,122.9956,"South",1990,"2",0.4050836,0.4050836,0.496222505
"40","Pink","Hood Canal.O",1991,118200,38696,47.5644,122.9956,"South",1992,"2",0.83004419,0.83004419,1.490684171
"41","Pink","Hood Canal.O",1993,35326,36148,47.5644,122.9956,"South",1994,"2",1.012360377,1.012360377,0.692849586
"42","Pink","Hood Canal.O",1995,31286,9477,47.5644,122.9956,"South",1996,"2",0.194063117,0.194063117,0.095355862
"43","Pink","Hood Canal.O",1997,8299,12673,47.5644,122.9956,"South",1998,"2",1.307117255,1.307117255,1.363263119
"44","Pink","Hood Canal.O",1999,9475,99061,47.5644,122.9956,"South",2000,"2",0.225144983,0.225144983,0.569873655
"45","Pink","Hood Canal.O",2001,98261,38242,47.5644,122.9956,"South",2002,"2",-0.528213541,-0.528213541,-0.558926848
"46","Pink","Hood Canal.O",2003,37462,17603,47.5644,122.9956,"South",2004,"2",0.908939002,0.908939002,1.549067698
"47","Pink","Hood Canal.O",2005,17442,29564,47.5644,122.9956,"South",2006,"2",0.042067063,0.042067063,0.114524039
"48","Pink","Hood Canal.O",2007,28964,11501,47.5644,122.9956,"South",2008,"2",-1.432378085,-1.432378085,-1.700392026
"49","Pink","Snohomish.O",1961,50168,982874,48.02139,122.2072,"South",1962,"1",0.249789116,0.249789116,-0.154917031
"50","Pink","Snohomish.O",1963,275042,326297,48.02139,122.2072,"South",1964,"1",-0.192460656,-0.192460656,-0.856537695
"51","Pink","Snohomish.O",1965,185015,227062,48.02139,122.2072,"South",1966,"1",-0.189025978,-0.189025978,-0.271677326
"52","Pink","Snohomish.O",1967,95013,108427,48.02139,122.2072,"South",1968,"1",-0.489497218,-0.489497218,-0.548549778
"53","Pink","Snohomish.O",1969,70009,192834,48.02139,122.2072,"South",1970,"1",-0.797067773,-0.797067773,-0.820736571
"54","Pink","Snohomish.O",1971,125000,207801,48.02139,122.2072,"South",1972,"1",-1.130243514,-1.130243514,-0.757576663
"55","Pink","Snohomish.O",1973,110000,126342,48.02139,122.2072,"South",1974,"1",-0.856802164,-0.856802164,-0.687400924
"56","Pink","Snohomish.O",1975,65751,236157,48.02139,122.2072,"South",1976,"1",-0.819961098,-0.819961098,-0.984195975
"57","Pink","Snohomish.O",1977,125990,397190,48.02139,122.2072,"South",1978,"1",0.438992048,0.438992048,0.464915085
"58","Pink","Snohomish.O",1979,180724,201209,48.02139,122.2072,"South",1980,"1",-0.21400394,-0.21400394,0.176174191
"59","Pink","Snohomish.O",1981,90096,264327,48.02139,122.2072,"South",1982,"1",-0.588625962,-0.588625962,-0.798776009
"60","Pink","Snohomish.O",1983,198283,555572,48.02139,122.2072,"South",1984,"1",-0.339253419,-0.339253419,-0.640697841
"61","Pink","Snohomish.O",1985,302192,240925,48.02139,122.2072,"South",1986,"1",-0.39158159,-0.39158159,-0.128907888
"62","Pink","Snohomish.O",1987,152418,324143,48.02139,122.2072,"South",1988,"1",-0.410694115,-0.410694115,-0.05493688
"63","Pink","Snohomish.O",1989,80149,272505,48.02139,122.2072,"South",1990,"2",0.4050836,0.4050836,0.496222505
"64","Pink","Snohomish.O",1991,174000,110944,48.02139,122.2072,"South",1992,"2",0.83004419,0.83004419,1.490684171
"65","Pink","Snohomish.O",1993,1e+05,118148,48.02139,122.2072,"South",1994,"2",1.012360377,1.012360377,0.692849586
"66","Pink","Snohomish.O",1995,101600,120046,48.02139,122.2072,"South",1996,"2",0.194063117,0.194063117,0.095355862
"67","Pink","Snohomish.O",1997,103537,238351,48.02139,122.2072,"South",1998,"2",1.307117255,1.307117255,1.363263119
"68","Pink","Snohomish.O",1999,237057,1132896,48.02139,122.2072,"South",2000,"2",0.225144983,0.225144983,0.569873655
"69","Pink","Snohomish.O",2001,1073369,1561630,48.02139,122.2072,"South",2002,"2",-0.528213541,-0.528213541,-0.558926848
"70","Pink","Snohomish.O",2003,1392568,498797,48.02139,122.2072,"South",2004,"2",0.908939002,0.908939002,1.549067698
"71","Pink","Snohomish.O",2005,482245,1185255,48.02139,122.2072,"South",2006,"2",0.042067063,0.042067063,0.114524039
"72","Pink","Snohomish.O",2007,1143695,2403012,48.02139,122.2072,"South",2008,"2",-1.432378085,-1.432378085,-1.700392026
"73","Pink","Dungeness.O",1961,70000,638063,48.1508,123.1333,"South",1962,"1",0.249789116,0.249789116,-0.154917031
"74","Pink","Dungeness.O",1963,4e+05,99766,48.1508,123.1333,"South",1964,"1",-0.192460656,-0.192460656,-0.856537695
"75","Pink","Dungeness.O",1965,75000,201085,48.1508,123.1333,"South",1966,"1",-0.189025978,-0.189025978,-0.271677326
"76","Pink","Dungeness.O",1967,95000,20071,48.1508,123.1333,"South",1968,"1",-0.489497218,-0.489497218,-0.548549778
"77","Pink","Dungeness.O",1969,14400,61248,48.1508,123.1333,"South",1970,"1",-0.797067773,-0.797067773,-0.820736571
"78","Pink","Dungeness.O",1971,46000,71212,48.1508,123.1333,"South",1972,"1",-1.130243514,-1.130243514,-0.757576663
"79","Pink","Dungeness.O",1973,47000,35802,48.1508,123.1333,"South",1974,"1",-0.856802164,-0.856802164,-0.687400924
"80","Pink","Dungeness.O",1975,24300,64885,48.1508,123.1333,"South",1976,"1",-0.819961098,-0.819961098,-0.984195975
"81","Pink","Dungeness.O",1977,35700,115840,48.1508,123.1333,"South",1978,"1",0.438992048,0.438992048,0.464915085
"82","Pink","Dungeness.O",1979,50100,4987,48.1508,123.1333,"South",1980,"1",-0.21400394,-0.21400394,0.176174191
"83","Pink","Dungeness.O",1981,2900,5692,48.1508,123.1333,"South",1982,"1",-0.588625962,-0.588625962,-0.798776009
"84","Pink","Dungeness.O",1983,4888,6590,48.1508,123.1333,"South",1984,"1",-0.339253419,-0.339253419,-0.640697841
"85","Pink","Dungeness.O",1985,4730,2309,48.1508,123.1333,"South",1986,"1",-0.39158159,-0.39158159,-0.128907888
"86","Pink","Dungeness.O",1987,1906,15710,48.1508,123.1333,"South",1988,"1",-0.410694115,-0.410694115,-0.05493688
"87","Pink","Dungeness.O",1989,10902,13918,48.1508,123.1333,"South",1990,"2",0.4050836,0.4050836,0.496222505
"88","Pink","Dungeness.O",1991,9895,1857,48.1508,123.1333,"South",1992,"2",0.83004419,0.83004419,1.490684171
"89","Pink","Dungeness.O",1993,1695,9534,48.1508,123.1333,"South",1994,"2",1.012360377,1.012360377,0.692849586
"90","Pink","Dungeness.O",1995,8252,5634,48.1508,123.1333,"South",1996,"2",0.194063117,0.194063117,0.095355862
"91","Pink","Dungeness.O",1997,4935,7312,48.1508,123.1333,"South",1998,"2",1.307117255,1.307117255,1.363263119
"92","Pink","Dungeness.O",1999,7306,81470,48.1508,123.1333,"South",2000,"2",0.225144983,0.225144983,0.569873655
"93","Pink","Dungeness.O",2001,80344,15433,48.1508,123.1333,"South",2002,"2",-0.528213541,-0.528213541,-0.558926848
"94","Pink","Dungeness.O",2003,15116,8747,48.1508,123.1333,"South",2004,"2",0.908939002,0.908939002,1.549067698
"95","Pink","Dungeness.O",2005,8667,6352,48.1508,123.1333,"South",2006,"2",0.042067063,0.042067063,0.114524039
"96","Pink","Dungeness.O",2007,6223,44184,48.1508,123.1333,"South",2008,"2",-1.432378085,-1.432378085,-1.700392026
"97","Pink","Stillaguamish.O",1961,125000,2287066,48.23861,122.3758,"South",1962,"1",0.249789116,0.249789116,-0.154917031
"98","Pink","Stillaguamish.O",1963,640000,326268,48.23861,122.3758,"South",1964,"1",-0.192460656,-0.192460656,-0.856537695
"99","Pink","Stillaguamish.O",1965,185000,250930,48.23861,122.3758,"South",1966,"1",-0.189025978,-0.189025978,-0.271677326
"100","Pink","Stillaguamish.O",1967,105000,116156,48.23861,122.3758,"South",1968,"1",-0.489497218,-0.489497218,-0.548549778
"101","Pink","Stillaguamish.O",1969,75000,308532,48.23861,122.3758,"South",1970,"1",-0.797067773,-0.797067773,-0.820736571
"102","Pink","Stillaguamish.O",1971,2e+05,66120,48.23861,122.3758,"South",1972,"1",-1.130243514,-1.130243514,-0.757576663
"103","Pink","Stillaguamish.O",1973,35000,57699,48.23861,122.3758,"South",1974,"1",-0.856802164,-0.856802164,-0.687400924
"104","Pink","Stillaguamish.O",1975,30000,71236,48.23861,122.3758,"South",1976,"1",-0.819961098,-0.819961098,-0.984195975
"105","Pink","Stillaguamish.O",1977,38000,296768,48.23861,122.3758,"South",1978,"1",0.438992048,0.438992048,0.464915085
"106","Pink","Stillaguamish.O",1979,135000,46163,48.23861,122.3758,"South",1980,"1",-0.21400394,-0.21400394,0.176174191
"107","Pink","Stillaguamish.O",1981,18000,168102,48.23861,122.3758,"South",1982,"1",-0.588625962,-0.588625962,-0.798776009
"108","Pink","Stillaguamish.O",1983,126100,377234,48.23861,122.3758,"South",1984,"1",-0.339253419,-0.339253419,-0.640697841
"109","Pink","Stillaguamish.O",1985,2e+05,188124,48.23861,122.3758,"South",1986,"1",-0.39158159,-0.39158159,-0.128907888
"110","Pink","Stillaguamish.O",1987,119000,339922,48.23861,122.3758,"South",1988,"1",-0.410694115,-0.410694115,-0.05493688
"111","Pink","Stillaguamish.O",1989,70400,136527,48.23861,122.3758,"South",1990,"2",0.4050836,0.4050836,0.496222505
"112","Pink","Stillaguamish.O",1991,86000,122038,48.23861,122.3758,"South",1992,"2",0.83004419,0.83004419,1.490684171
"113","Pink","Stillaguamish.O",1993,110000,246959,48.23861,122.3758,"South",1994,"2",1.012360377,1.012360377,0.692849586
"114","Pink","Stillaguamish.O",1995,208000,102695,48.23861,122.3758,"South",1996,"2",0.194063117,0.194063117,0.095355862
"115","Pink","Stillaguamish.O",1997,88572,225711,48.23861,122.3758,"South",1998,"2",1.307117255,1.307117255,1.363263119
"116","Pink","Stillaguamish.O",1999,224486,817218,48.23861,122.3758,"South",2000,"2",0.225144983,0.225144983,0.569873655
"117","Pink","Stillaguamish.O",2001,774279,206823,48.23861,122.3758,"South",2002,"2",-0.528213541,-0.528213541,-0.558926848
"118","Pink","Stillaguamish.O",2003,184433,121925,48.23861,122.3758,"South",2004,"2",0.908939002,0.908939002,1.549067698
"119","Pink","Stillaguamish.O",2005,117879,248664,48.23861,122.3758,"South",2006,"2",0.042067063,0.042067063,0.114524039
"120","Pink","Stillaguamish.O",2007,239896,1186319,48.23861,122.3758,"South",2008,"2",-1.432378085,-1.432378085,-1.700392026
"121","Pink","Skagit.O",1961,4e+05,5008208,48.3875,122.3656,"South",1962,"1",0.249789116,0.249789116,-0.154917031
"122","Pink","Skagit.O",1963,1190000,286529,48.3875,122.3656,"South",1964,"1",-0.192460656,-0.192460656,-0.856537695
"123","Pink","Skagit.O",1965,150000,259609,48.3875,122.3656,"South",1966,"1",-0.189025978,-0.189025978,-0.271677326
"124","Pink","Skagit.O",1967,1e+05,154488,48.3875,122.3656,"South",1968,"1",-0.489497218,-0.489497218,-0.548549778
"125","Pink","Skagit.O",1969,1e+05,502008,48.3875,122.3656,"South",1970,"1",-0.797067773,-0.797067773,-0.820736571
"126","Pink","Skagit.O",1971,300555,510748,48.3875,122.3656,"South",1972,"1",-1.130243514,-1.130243514,-0.757576663
"127","Pink","Skagit.O",1973,251181,206471,48.3875,122.3656,"South",1974,"1",-0.856802164,-0.856802164,-0.687400924
"128","Pink","Skagit.O",1975,103135,927005,48.3875,122.3656,"South",1976,"1",-0.819961098,-0.819961098,-0.984195975
"129","Pink","Skagit.O",1977,504924,1109206,48.3875,122.3656,"South",1978,"1",0.438992048,0.438992048,0.464915085
"130","Pink","Skagit.O",1979,300384,393868,48.3875,122.3656,"South",1980,"1",-0.21400394,-0.21400394,0.176174191
"131","Pink","Skagit.O",1981,100268,553965,48.3875,122.3656,"South",1982,"1",-0.588625962,-0.588625962,-0.798776009
"132","Pink","Skagit.O",1983,470128,1294798,48.3875,122.3656,"South",1984,"1",-0.339253419,-0.339253419,-0.640697841
"133","Pink","Skagit.O",1985,710030,1137568,48.3875,122.3656,"South",1986,"1",-0.39158159,-0.39158159,-0.128907888
"134","Pink","Skagit.O",1987,593535,1396007,48.3875,122.3656,"South",1988,"1",-0.410694115,-0.410694115,-0.05493688
"135","Pink","Skagit.O",1989,401300,681726,48.3875,122.3656,"South",1990,"2",0.4050836,0.4050836,0.496222505
"136","Pink","Skagit.O",1991,351000,738137,48.3875,122.3656,"South",1992,"2",0.83004419,0.83004419,1.490684171
"137","Pink","Skagit.O",1993,530000,1596373,48.3875,122.3656,"South",1994,"2",1.012360377,1.012360377,0.692849586
"138","Pink","Skagit.O",1995,857000,121226,48.3875,122.3656,"South",1996,"2",0.194063117,0.194063117,0.095355862
"139","Pink","Skagit.O",1997,60000,352636,48.3875,122.3656,"South",1998,"2",1.307117255,1.307117255,1.363263119
"140","Pink","Skagit.O",1999,320000,1102825,48.3875,122.3656,"South",2000,"2",0.225144983,0.225144983,0.569873655
"141","Pink","Skagit.O",2001,894061,801701,48.3875,122.3656,"South",2002,"2",-0.528213541,-0.528213541,-0.558926848
"142","Pink","Skagit.O",2003,567080,80328,48.3875,122.3656,"South",2004,"2",0.908939002,0.908939002,1.549067698
"143","Pink","Skagit.O",2005,60000,312336,48.3875,122.3656,"South",2006,"2",0.042067063,0.042067063,0.114524039
"144","Pink","Skagit.O",2007,3e+05,1556928,48.3875,122.3656,"South",2008,"2",-1.432378085,-1.432378085,-1.700392026
"145","Pink","Nooksack.O",1961,1e+05,591699,48.775,122.5978,"South",1962,"1",0.249789116,0.249789116,-0.154917031
"146","Pink","Nooksack.O",1963,150000,33721,48.775,122.5978,"South",1964,"1",-0.192460656,-0.192460656,-0.856537695
"147","Pink","Nooksack.O",1965,12500,69430,48.775,122.5978,"South",1966,"1",-0.189025978,-0.189025978,-0.271677326
"148","Pink","Nooksack.O",1967,20000,42663,48.775,122.5978,"South",1968,"1",-0.489497218,-0.489497218,-0.548549778
"149","Pink","Nooksack.O",1969,15000,104304,48.775,122.5978,"South",1970,"1",-0.797067773,-0.797067773,-0.820736571
"150","Pink","Nooksack.O",1971,40000,149130,48.775,122.5978,"South",1972,"1",-1.130243514,-1.130243514,-0.757576663
"151","Pink","Nooksack.O",1973,75000,107173,48.775,122.5978,"South",1974,"1",-0.856802164,-0.856802164,-0.687400924
"152","Pink","Nooksack.O",1975,36000,48009,48.775,122.5978,"South",1976,"1",-0.819961098,-0.819961098,-0.984195975
"153","Pink","Nooksack.O",1977,25000,176743,48.775,122.5978,"South",1978,"1",0.438992048,0.438992048,0.464915085
"154","Pink","Nooksack.O",1979,31406,76096,48.775,122.5978,"South",1980,"1",-0.21400394,-0.21400394,0.176174191
"155","Pink","Nooksack.O",1981,15000,90925,48.775,122.5978,"South",1982,"1",-0.588625962,-0.588625962,-0.798776009
"156","Pink","Nooksack.O",1983,60000,42862,48.775,122.5978,"South",1984,"1",-0.339253419,-0.339253419,-0.640697841
"157","Pink","Nooksack.O",1985,23000,42325,48.775,122.5978,"South",1986,"1",-0.39158159,-0.39158159,-0.128907888
"158","Pink","Nooksack.O",1987,37003,198072,48.775,122.5978,"South",1988,"1",-0.410694115,-0.410694115,-0.05493688
"159","Pink","Nooksack.O",1989,136000,54490,48.775,122.5978,"South",1990,"2",0.4050836,0.4050836,0.496222505
"160","Pink","Nooksack.O",1991,24002,58215,48.775,122.5978,"South",1992,"2",0.83004419,0.83004419,1.490684171
"161","Pink","Nooksack.O",1993,56004,247062,48.775,122.5978,"South",1994,"2",1.012360377,1.012360377,0.692849586
"162","Pink","Nooksack.O",1995,220020,31053,48.775,122.5978,"South",1996,"2",0.194063117,0.194063117,0.095355862
"163","Pink","Nooksack.O",1997,26000,97446,48.775,122.5978,"South",1998,"2",1.307117255,1.307117255,1.363263119
"164","Pink","Nooksack.O",1999,95000,244059,48.775,122.5978,"South",2000,"2",0.225144983,0.225144983,0.569873655
"165","Pink","Nooksack.O",2001,226000,61158,48.775,122.5978,"South",2002,"2",-0.528213541,-0.528213541,-0.558926848
"166","Pink","Nooksack.O",2003,51011,17693,48.775,122.5978,"South",2004,"2",0.908939002,0.908939002,1.549067698
"167","Pink","Nooksack.O",2005,13627,20357,48.775,122.5978,"South",2006,"2",0.042067063,0.042067063,0.114524039
"168","Pink","Nooksack.O",2007,18994,55265,48.775,122.5978,"South",2008,"2",-1.432378085,-1.432378085,-1.700392026
"169","Pink","BC South (no Fraser).E",1960,226950,1441336,50.28778,125.2008,"South",1961,"1",0.542547918,0.542547918,0.442125217
"170","Pink","BC South (no Fraser).O",1961,1093450,3695214,50.28778,125.2008,"South",1962,"1",0.320133129,0.320133129,-0.081032953
"171","Pink","BC South (no Fraser).E",1962,684425,1480699,50.28778,125.2008,"South",1963,"1",1.285514347,1.285514347,0.940023207
"172","Pink","BC South (no Fraser).O",1963,1703102,1044764,50.28778,125.2008,"South",1964,"1",-0.274191579,-0.274191579,-0.858584451
"173","Pink","BC South (no Fraser).E",1964,619750,4769730,50.28778,125.2008,"South",1965,"1",-0.853878639,-0.853878639,-1.387484553
"174","Pink","BC South (no Fraser).O",1965,618775,1092892,50.28778,125.2008,"South",1966,"1",-0.258239619,-0.258239619,-0.310289083
"175","Pink","BC South (no Fraser).E",1966,1322575,5194673,50.28778,125.2008,"South",1967,"1",0.146678176,0.146678176,-0.272135896
"176","Pink","BC South (no Fraser).O",1967,346110,332153,50.28778,125.2008,"South",1968,"1",-0.471836627,-0.471836627,-0.476785179
"177","Pink","BC South (no Fraser).E",1968,1476875,3576126,50.28778,125.2008,"South",1969,"1",-1.064877251,-1.064877251,-0.75875137
"178","Pink","BC South (no Fraser).O",1969,214050,1589721,50.28778,125.2008,"South",1970,"1",-0.751530182,-0.751530182,-0.735521322
"179","Pink","BC South (no Fraser).E",1970,1149655,1495889,50.28778,125.2008,"South",1971,"1",-1.159370795,-1.159370795,-1.571956764
"180","Pink","BC South (no Fraser).O",1971,925850,2187305,50.28778,125.2008,"South",1972,"1",-1.12850557,-1.12850557,-0.753820457
"181","Pink","BC South (no Fraser).E",1972,713150,2713162,50.28778,125.2008,"South",1973,"1",-0.790531032,-0.790531032,-0.466543278
"182","Pink","BC South (no Fraser).O",1973,1167313,2243271,50.28778,125.2008,"South",1974,"1",-0.8202325,-0.8202325,-0.683498706
"183","Pink","BC South (no Fraser).E",1974,1122400,5569229,50.28778,125.2008,"South",1975,"1",-0.979548213,-0.979548213,-0.939546256
"184","Pink","BC South (no Fraser).O",1975,1553480,758891,50.28778,125.2008,"South",1976,"1",-0.952768056,-0.952768056,-1.093689598
"185","Pink","BC South (no Fraser).E",1976,1677735,2439768,50.28778,125.2008,"South",1977,"1",0.034673751,0.034673751,-0.397798876
"186","Pink","BC South (no Fraser).O",1977,271014,709977,50.28778,125.2008,"South",1978,"1",0.373825808,0.373825808,0.402602565
"187","Pink","BC South (no Fraser).E",1978,1089485,2607745,50.28778,125.2008,"South",1979,"1",-0.084561193,-0.084561193,-0.101639198
"188","Pink","BC South (no Fraser).O",1979,285677,1987123,50.28778,125.2008,"South",1980,"1",-0.243893333,-0.243893333,0.059541367
"189","Pink","BC South (no Fraser).E",1980,1405716,740024,50.28778,125.2008,"South",1981,"1",0.018259632,0.018259632,-0.097708737
"190","Pink","BC South (no Fraser).O",1981,1101723,2814116,50.28778,125.2008,"South",1982,"1",-0.589905803,-0.589905803,-0.813932109
"191","Pink","BC South (no Fraser).E",1982,545824,598056,50.28778,125.2008,"South",1983,"1",0.828530113,0.828530113,1.197264177
"192","Pink","BC South (no Fraser).O",1983,1578116,1968397,50.28778,125.2008,"South",1984,"1",-0.326325572,-0.326325572,-0.61637874
"193","Pink","BC South (no Fraser).E",1984,358582,1931171,50.28778,125.2008,"South",1985,"1",-0.570869097,-0.570869097,-0.353978979
"194","Pink","BC South (no Fraser).O",1985,942297,947566,50.28778,125.2008,"South",1986,"1",-0.246612677,-0.246612677,-0.132603764
"195","Pink","BC South (no Fraser).E",1986,1358698,2868493,50.28778,125.2008,"South",1987,"1",0.017050387,0.017050387,0.103323248
"196","Pink","BC South (no Fraser).O",1987,470566,1626840,50.28778,125.2008,"South",1988,"1",-0.357789206,-0.357789206,-0.09303682
"197","Pink","BC South (no Fraser).E",1988,1874016,7518783,50.28778,125.2008,"South",1989,"2",0.178796542,0.178796542,0.593250681
"198","Pink","BC South (no Fraser).O",1989,448840,809628,50.28778,125.2008,"South",1990,"2",0.430469436,0.430469436,0.573023132
"199","Pink","BC South (no Fraser).E",1990,3465219,3597871,50.28778,125.2008,"South",1991,"2",-0.260167886,-0.260167886,-0.198946854
"200","Pink","BC South (no Fraser).O",1991,419862,1387174,50.28778,125.2008,"South",1992,"2",0.787761655,0.787761655,1.355519937
"201","Pink","BC South (no Fraser).E",1992,2375842,1504524,50.28778,125.2008,"South",1993,"2",0.591082571,0.591082571,1.193346371
"202","Pink","BC South (no Fraser).O",1993,668427,461637,50.28778,125.2008,"South",1994,"2",1.065889492,1.065889492,0.826612332
"203","Pink","BC South (no Fraser).E",1994,1263668,2554228,50.28778,125.2008,"South",1995,"2",1.075660719,1.075660719,1.283838393
"204","Pink","BC South (no Fraser).O",1995,305978,639179,50.28778,125.2008,"South",1996,"2",0.146629917,0.146629917,0.036640376
"205","Pink","BC South (no Fraser).E",1996,2476033,2319421,50.28778,125.2008,"South",1997,"2",0.953250286,0.953250286,1.162979586
"206","Pink","BC South (no Fraser).O",1997,436875,829321,50.28778,125.2008,"South",1998,"2",1.246101075,1.246101075,1.326797764
"207","Pink","BC South (no Fraser).E",1998,2193380,6478855,50.28778,125.2008,"South",1999,"2",-0.656484758,-0.656484758,-0.895462164
"208","Pink","BC South (no Fraser).O",1999,827921,2550996,50.28778,125.2008,"South",2000,"2",0.129427233,0.129427233,0.458564962
"209","Pink","BC South (no Fraser).E",2000,5021355,1041069,50.28778,125.2008,"South",2001,"2",-0.327178257,-0.327178257,-0.533054316
"210","Pink","BC South (no Fraser).O",2001,2166806,762241,50.28778,125.2008,"South",2002,"2",-0.397789601,-0.397789601,-0.457439288
"211","Pink","BC South (no Fraser).E",2002,891317,1579978,50.28778,125.2008,"South",2003,"2",0.979460046,0.979460046,0.999484391
"212","Pink","BC South (no Fraser).O",2003,503333,825962,50.28778,125.2008,"South",2004,"2",0.940712957,0.940712957,1.606641104
"213","Pink","BC South (no Fraser).E",2004,1466179,646666,50.28778,125.2008,"South",2005,"2",0.810135514,0.810135514,1.44525261
"214","Pink","BC South (no Fraser).O",2005,747203,801891,50.28778,125.2008,"South",2006,"2",0.123730116,0.123730116,0.232626369
"215","Pink","BC South (no Fraser).E",2006,586250,554342,50.28778,125.2008,"South",2007,"2",-0.145633588,-0.145633588,-0.210494805
"216","Pink","BC South (no Fraser).O",2007,784977,3106413,50.28778,125.2008,"South",2008,"2",-1.388749068,-1.388749068,-1.600320026
"217","Pink","BC South (no Fraser).E",2008,537051,1409385,50.28778,125.2008,"South",2009,"2",-0.933939545,-0.933939545,-0.838271207
